esp32mag:::SENSE,001,m,42567,2020-12-17T09:49:28.582701000+02:00,417.00,252.00,-290.00:::00:00:01.994667
esp32acc:::SENSE,001,a,42569,2020-12-17T09:49:28.603774000+02:00,112.00,-44.00,-4152.00:::00:00:01.994667
esp32mag:::SENSE,001,m,42570,2020-12-17T09:49:28.612301000+02:00,405.00,252.00,-290.00:::00:00:01.994667
esp32acc:::SENSE,001,a,42571,2020-12-17T09:49:28.623634000+02:00,116.00,-60.00,-4156.00:::00:00:02.001648
esp32acc:::SENSE,001,a,42573,2020-12-17T09:49:28.644426000+02:00,124.00,-52.00,-4156.00:::00:00:02.007644
esp32mag:::SENSE,001,m,42572,2020-12-17T09:49:28.642891000+02:00,405.00,252.00,-290.00:::00:00:02.013631
esp32acc:::SENSE,001,a,42574,2020-12-17T09:49:28.663731000+02:00,108.00,-52.00,-4140.00:::00:00:02.019612
esp32mag:::SENSE,001,m,42575,2020-12-17T09:49:28.672317000+02:00,417.00,264.00,-315.00:::00:00:02.042562
esp32acc:::SENSE,001,a,42576,2020-12-17T09:49:28.683668000+02:00,116.00,-48.00,-4144.00:::00:00:02.048521
esp32acc:::SENSE,001,a,42578,2020-12-17T09:49:28.704204000+02:00,124.00,-48.00,-4164.00:::00:00:02.053527
esp32mag:::SENSE,001,m,42577,2020-12-17T09:49:28.702831000+02:00,399.00,264.00,-309.00:::00:00:02.059492
esp32acc:::SENSE,001,a,42579,2020-12-17T09:49:28.723696000+02:00,112.00,-48.00,-4140.00:::00:00:02.059492
esp32mag:::SENSE,001,m,42580,2020-12-17T09:49:28.732757000+02:00,399.00,264.00,-309.00:::00:00:02.071472
esp32acc:::SENSE,001,a,42581,2020-12-17T09:49:28.743602000+02:00,120.00,-52.00,-4140.00:::00:00:02.077458
esp32acc:::SENSE,001,a,42582,2020-12-17T09:49:28.763706000+02:00,100.00,-44.00,-4144.00:::00:00:02.077458
esp32mag:::SENSE,001,m,42583,2020-12-17T09:49:28.762655000+02:00,393.00,258.00,-290.00:::00:00:02.077458
esp32acc:::SENSE,001,a,42584,2020-12-17T09:49:28.783690000+02:00,108.00,-56.00,-4132.00:::00:00:02.077458
esp32mag:::SENSE,001,m,42585,2020-12-17T09:49:28.792317000+02:00,417.00,276.00,-296.00:::00:00:02.078459
esp32acc:::SENSE,001,a,42586,2020-12-17T09:49:28.804429000+02:00,124.00,-44.00,-4136.00:::00:00:02.078459
esp32acc:::SENSE,001,a,42588,2020-12-17T09:49:28.823650000+02:00,116.00,-68.00,-4152.00:::00:00:02.078459
esp32mag:::SENSE,001,m,42587,2020-12-17T09:49:28.822737000+02:00,417.00,276.00,-296.00:::00:00:02.078459
esp32acc:::SENSE,001,a,42589,2020-12-17T09:49:28.844001000+02:00,92.00,-60.00,-4100.00:::00:00:02.078459
esp32mag:::SENSE,001,m,42590,2020-12-17T09:49:28.852317000+02:00,411.00,270.00,-290.00:::00:00:02.078459
esp32acc:::SENSE,001,a,42591,2020-12-17T09:49:28.863550000+02:00,124.00,-52.00,-4160.00:::00:00:02.079459
esp32acc:::SENSE,001,a,42593,2020-12-17T09:49:28.883827000+02:00,128.00,-52.00,-4116.00:::00:00:02.079459
esp32mag:::SENSE,001,m,42592,2020-12-17T09:49:28.882655000+02:00,411.00,270.00,-290.00:::00:00:02.079459
esp32acc:::SENSE,001,a,42594,2020-12-17T09:49:28.904425000+02:00,96.00,-56.00,-4136.00:::00:00:02.079459
esp32mag:::SENSE,001,m,42595,2020-12-17T09:49:28.912317000+02:00,411.00,252.00,-296.00:::00:00:02.079459
esp32acc:::SENSE,001,a,42596,2020-12-17T09:49:28.923583000+02:00,128.00,-48.00,-4152.00:::00:00:02.085386
esp32acc:::SENSE,001,a,42598,2020-12-17T09:49:28.943767000+02:00,132.00,-64.00,-4116.00:::00:00:02.091407
